survey_name,librarian_comments,region,locality,elementary_school,middle_school,high_school
Comments About Book Challenges,In another school system but still in Iowa Harry Potter was challenged at the elementary library when it first came out. We followed the policies and the School Board recommended it stay on the shelf. The parents will told to write a letter so I would know which books their children could not check out. Years later I asked some of those now high school children if they ever read Harry Potter. They said yes but their parents still didn't know that!,Midwest,Suburban,0,0,1
Comments About Book Challenges,"In my community, language and sexual content seem to be the hot-button issues when students and parents have shared concerns about books. I am disappointed that I often have to avoid purchasing a great book because of one or two ""f - "" words or content that is too explicitly described for a 10 - 14 year-old audience. Violence, on the other hand , has never been an issue.",Northeast,Rural,1,1,0
Comments About Book Challenges,"In our library which serves 6th-12th grade, Accelerated Reader labels are helpful in determining age-appropriate books (ex. MG, MG+, UG).",South Central,Small Town,0,1,1
Comments About Book Challenges,"In the past I've had parents or students express concerns with no formal action taken, but this year I've actually emailed or printed out the official district book challenge process twice. So far neither of them has actually started the process. In both cases the parents want the administrator to make the book ""disappear"" or they've wanted to start a neighborhood or Facebook-type petition to show how many others would agree with them.",Mountain,Suburban,0,1,1
Comments About Book Challenges,"In the same evening, at a book fair, I had two different parents criticize the fairy tale books I was offering for sale. One parent thought I shouldn't be offering *any* of them; the other thought I wasn't offering *enough* of them.You can't please all of the people all of the time. As long as the principal is ok with me, I'm good!",Midwest,Suburban,1,0,0
Comments About Book Challenges,It is challenging to provide materials engaging and relevant to 8th graders in a school that also has 6th graders.,Midwest,Suburban,0,1,0
Comments About Book Challenges,It is very important to use review sources to purchase books for libraries as well as classrooms.,Pacific,Suburban,0,0,1
Comments About Book Challenges,It was not an official book challenge - the parent had the 6th grade student return the book and was directed to choose something else. The book mentioned the protagonist getting her period.,Northeast,Suburban,0,0,1
Comments About Book Challenges,"It was not an official challenge, but a parent sent me an email stating specific concern she had about a book her 6th grade daughter brought home. The book was a non-fiction guide to middle school issues a girl might face. It included a section on what oral sex was and the consequences of this activity and how to handle a request for this from a boyfriend. I ended up removing the book from my collection and giving it to the school counseling office to place in their book collection for students that may need private help with this issue.",South Atlantic,Suburban,0,1,0
Comments About Book Challenges,It's difficult to purchase sometimes because I serve 11-14 year olds and that's a WIDE maturity range.,Midwest,Small Town,0,1,0
Comments About Book Challenges,"I've had 2 challenges, 1 a teacher, 1 a parent. Both challenges ended in the library after I explained our policy, and listened carefully to the objections our patrons had to books. We were able to come to a good conclusion without removing the titles.",Pacific,Suburban,1,1,0
Comments About Book Challenges,"I've had 2-3 book challenges in my career as media specialist. One was for a HS student for a James Patterson book. It was a donated book...nothing became of it. Recently I had a challenge over a graphic novel at the MS level. The parent who challenged is ""an author"" herself and teacher in another district. I didn't find the material to be concerning. Basically she complains about everything. I thanked her for her concern and told her how to access our school's library collection online so she and her son could choose books together. I didn't offer to police his check outs and I'm not going to start. Library books are voluntary reading and I tell me students that if they select something that is too mature for them turn it in and select something else.",Midwest,Small Town,0,1,1
Comments About Book Challenges,"I've had many threaten to challenge a book, and I have had administrators insist a book be removed. I explain that I'll read it for age-appropriateness and check reviews, and will act accordingly. If there isn't anything except one or two opinions against a book and reviews are appropriate for these grade levels, the book remains on the shelf.",South Central,Urban,0,1,0
Comments About Book Challenges,"I've had several. ""Yolanda's Genius"" was challenged because there was an issue with a gun and the parent was upset. The book easily withstood the challenge and remained on the shelf. I had a parent who challenged ""Monster Mama"" because she felt the artwork was too violent for her child. An understanding and reasoned discussion with the mother led to us putting a note on the child's computer record that she wanted him to avoid violent materials, with no change in our library collection. I've found that 90% of the time if I just sit down and talk with the parent we can resolve the issue without further ado.",Pacific,Suburban,1,0,0
Comments About Book Challenges,"I've never experienced a formal book challenge, but last year a parent questioned the content of a graphic novel her son had brought home. The public librarian and I looked at it and decided that we agreed with her so we pulled the book. Having patrons from preschool on up in age and no aide or para to help us help them with their book choices, we can't have the same type materials a larger community might have.",Midwest,Small Town,1,1,1
Comments About Book Challenges,"I've never experienced a formal challenge but I have had parents complain about particular books. When they do, I give them a copy of our selection policy and explain that students are instructed to select ""just right"" books and that includes books that reflect your family values and I invite parents to have that discussion with their children. I also explain that a book that is not just right for their child may be just right for another. And that's usually as far as it goes. That was at the elementary level. I've not had any complaints about books at the middle school.",Pacific,Urban,1,1,0
Comments About Book Challenges,"I've never had a formal book challenge. I have had parents ask that their child not check out certain materials, which of course is the parent's prerogative.",Northeast,Rural,1,1,1
Comments About Book Challenges,I've not had a book challenge but do have a policy if we were to ever have one. We are a small Catholic school so I have a little more freedom to pick and choose but I try to have a wide variety of books without doing too much censoring. I try to select a lot of books that teach good lessons or values.,South Central,Suburban,1,1,0
Comments About Book Challenges,"I've only experienced challenges from two teachers, one for ""The Golden Compass"" and one for ""Life is Funny."" Both times the books were returned to the shelves by the principal.",South Atlantic,Small Town,0,0,1
Comments About Book Challenges,"Language and sexual orientation are the challenges I get. Being a Catholic school, I have to be very careful about any books regarding sexual orientation and I use reviews and peer recommendations to back up any that I do purchase. I feel students should have access, but they are placed in a section for upper grade students only.",South Central,Small Town,1,1,1
Comments About Book Challenges,"Many years ago while employed by a public library in the midwest, there was an adult patron who challenged an adult nonfiction art book. He felt young children should not see some of the photos/drawings included in the work. He did fill out a challenge form, but when the director and board reviewed the work and decided not to pull it from the shelves, the patron accepted their decision.",Midwest,Rural,0,0,1
Comments About Book Challenges,"Most recently, Avi's Nothing But the Truth was challenged by the older brother and parent of a 4th grader for inappropriate language. Two Orson Scott Card books were removed from the middle school library for having inappropriate language and references to prostitution. We walk a fine line between books from the religious presses which are often too didactic for many of our readers and those from the popular presses which relate to culturally unacceptable topics for observant Jewish kids.",South Atlantic,Urban,1,1,0
Comments About Book Challenges,My library was once a library for 5th-8th grades. I am careful when checking out books to my younger students. Some of my books are not appropriate for them.,Northeast,Urban,1,0,0
Comments About Book Challenges,My only challenge was a magazine where the parent was protesting an ad in the magazine not the content of the magazine itself. We removed that issue only.,South Atlantic,Suburban,1,0,0
Comments About Book Challenges,"My principal did not approve of maturation books being available on the shelf for all students to read or check out. She actually took several books without my knowing and kept them in her office for over a year. I keep those behind my desk for those students with permission, but all other books are on the shelves. I had a parent actually deface a book and would not return or replace one of my Harry Potter's when the first came out. I tried to explain my and the districts position on books as well as return policy, but she didn't care. I have had students mention that there is a ""bad"" word or other mature things such as artwork in books. I try to always take the high road. I ask to see the bad word, Wednesday it was the word, ""beer"". I explained the content of the comment, and the student was fine with the explanation. Other times, they have decided to turn in the book. One Eyewitness book with nude artwork was quite an issue with some very young patrons. I explained that it was ""ART"" not nudity, and only for big kids and adults to enjoy. If they were giggling, they were too immature to read that book and the teacher would return it, then they wouldn't have anything to read. They got mature really quickly. It is all in how you handle the situation, and it isn't the end of the world if someone doesn't like what you have to offer. I always say that at least 10% of my collection should be objectionable to someone!",South Central,Urban,1,0,0
Comments About Book Challenges,"My principal, also a father to a student at my school, issued a formal challenge against a graphic novel in my library. His complaint was over scantily clad characters. The challenge eventually snowballed into his desire to remove all graphic novels from our district's middle schools. This caused us to have to create a selection policy specifically for graphic novels (manga in particular). The difficulty in purchasing manga is the lack of traditional reviews, so we created a system to protect us and our students in the event of another challenge.",South Central,Suburban,0,1,0
Comments About Book Challenges,"Neither of my book challenges went any further than me. I removed the one with sex on page, no appropriate for middle school and I talked to the parent about the other book and maybe her niece would like to check out another book.",Pacific,Suburban,0,1,0
Comments About Book Challenges,Often the school library is the only access a student has to information and it is difficult to make the determination of what can and what cannot be on the shelves. Many students at my school do not go to the public library and the school library is the place where they are exposed to what a library has to offer. I do not feel it is my job to regulate what high school students read or have access to as many are almost adults. School libraries want to provide information and support curriculum and that is exactly what School Librarians do. Independent reading is a big part of the Language Arts curriculum and many books from Harry Potter to Ellen Hopkins to Nicholas Sparks contain subject matter that may be deemed controversial but that is up to families to determine individually.,Mountain,Urban,0,0,1
Comments About Book Challenges,On the few occasions when I have ordered a book and then upon examination determined that it may be inappropriate I have sought advice from department heads and administration as to what our next step should be. About half the time the decision has been collectively made to keep it on the shelf. The other half the decision has been to return it to the vendor. So far we have not faced a challenge but if we did I would like to think the Library would be supported by the principal and teaching staff.,Canada,Suburban,0,0,1
Comments About Book Challenges,"One parent objected to her daughter reading Fudgemania by Blume because of a passage where one of the characters was oiling a baseball glove. The mother thought it was very sexual. Another mother objected to Wizardology due to religious beliefs. In both cases, I explained they had every right to monitor their children's reading, but the books would stay in the library. Both seemed to be content enough for us to keep those books away from their children. Neither wanted to pursue an out and out challenge which would include their reading of the objectionable book in its entirety before a formal hearing about it with the department head and librarians.",Northeast,Suburban,1,0,0
Comments About Book Challenges,"One parent questioned a title (meant for grades 7 through 10) when she saw her 8th grade son reading it. She claimed to have read the book. She did not contact me, she wrote a letter to the superintendent highlighting the ""horrors"" she found within. The superintendent contacted my department chairperson and principal. The department chairperson had removed the book from both the junior high and high school library shelves the night before I learned of the challenge. When I pulled out the challenge policy the department chairperson and principal re-interpreted the policy to mean, ""If the principal believes the presence of the book in the school library should be questioned then the steps of the policy would be put into place. If the principal agrees with the person questioning the books presence than it will be removed from the shelves."" The superintendent, principal, and library department chairperson refused to read the book, saying that the areas that the parent pointed out were so awful that there was no question in their minds that it should be removed. Then, they asked me to list other books that might be questionable. I replied that I did my homework when selecting the books and therefore, none of them were questionable. Since then, I am much more conservative in making my selections...unfortunately.",Northeast,Suburban,0,1,0
Comments About Book Challenges,"One time I had a parent of a 7th-grade girl object to a book she was reading that referenced ""hook-ups"". The parent, a young, highly religious Christian woman, sat down with me and very calmly explained what she didn't like about the book. She told me she talks to her daughter at length about what she reads and asks her if she thinks each book is an appropriate choice and why. I was able to very honestly praise her for her engaging, empathetic parenting style and told her I wish more parents would take such an active role in their children's reading experiences. And I also mentioned that we have some very mature students who are older who are ready for such books and enjoy them. I encouraged the mother to continue to influence her daughter and that I couldn't justify denying a book to students who would enjoy it. We parted amicably, and I have great respect for the parent and told her so. She never took the request higher. It is my experience that students only read the books they are ready to read. If a young person is not yet interested in dating, he or she will not select books about dating. The reverse is also true, and I don't want parents unnecessarily limiting their child's book choices. In the past, I have helped students figure out a way to hide books from their parents, but I never got the chance in this case. The student spent less and less time in the library and I never got the chance. I have a teenage daughter. I hope she reads books that she won't tell me about.",Pacific,Rural,0,1,0
Comments About Book Challenges,"Our 5th graders sometimes want materials that are too mature for our elementary collection. We actually support a little satellite ""heading to middle school"" shelf in the 5th grade hallway for items like Divergent, Hunger Games, that we don't feel belong _in_ our library. These are taken care of by the students.",Northeast,Urban,1,0,0
Comments About Book Challenges,Our library is set up to serve our diverse population of special needs and general education students. We believe that the safest place for students to experience life is between the covers of a book where the problems have a definitive outcome and students can build knowledge to make their own decisions.,Northeast,Suburban,1,1,1
Comments About Book Challenges,"Our school board & superintendent tried to remove school librarians several times and our community rallied against it. So now they are trying to ""deprofessionalize"" the positions by slowly removing our professional job responsibilities. One of those responsibilities was the area of book challenges and censorship. Challenges have been removed from the librarian's duties to the building principal's. UGH, most of them are clueless!",Midwest,Small Town,1,1,0
Comments About Book Challenges,Our school has a Diversity Commitment and a strong focus on building an inclusive environment. The library collection supports this mission by including books on a wide range of topics that may be considered controversial.,Pacific,Suburban,1,1,0
Comments About Book Challenges,"Ours is a Baptist School, so perhaps the most sensitive issue is the Gay/Lesbian content. Drama by Telgemeier was challenged and we removed it after review by the committee and the administration. It was criticized because it has too flippant an attitude toward what was considered a very serious decision (of whether one was gay). We also had a parent challenge to the Golden Compass, and that was overruled (we kept the title).",South Central,Urban,1,1,0
Comments About Book Challenges,"Over the past 8 years, I have had two parents question me about the content of a book their child read (one an leveled reader and the other a YA fiction book). In both cases it was about age appropriateness of the content and they didn't proceed with a formal challenge.",Canada,Rural,1,1,1
Comments About Book Challenges,"Parent challenged book because the word ""nigger"" was used. The author was African American and district committee decided to keep book.",Midwest,Urban,0,0,1
Comments About Book Challenges,"Parents complained about The Curious Incident of the Dog in the Night-time and our Director of Schools made all the librarians in the district pull the books off the shelves and keep them in our offices. Parents had to send in a note with their child giving permission to check out the book. After that Director of Schools left, we were able to put the books back on the shelves. The book is now on the required reading list!",South Central,Suburban,0,0,1
Comments About Book Challenges,Parents have called and complained about a book but have never proceeded with a challenge.,South Atlantic,Small Town,0,1,0
Comments About Book Challenges,Principal handled - diverted parent from making formal challenge - item viewed as appropriate for elementary school by principal and parent advised of their responsibility to monitor their child's reading; or advise their child as to their (parent's) guidelines.,South Atlantic,Suburban,1,0,0
Comments About Book Challenges,"Several years ago we had a challenge on one of the Lone Star titles. We went through the process, and I was very disappointed that the campus committee voted to remove the book. The issue was language, even though one of the main characters immediately reacted by telling the speaker that it was inappropriate. Only one other committee member was in favor of keeping the book on our shelves. Within the next couple of years, we also had a challenge about a magazine, which was also removed, based on the inappropriateness of advertisements. The magazine was somewhat less defensible, and the principal did not go through the process, just telling me to take it off the shelves. We are a very conservative community, and some years before the district had experienced a challenge over Huckleberry Finn, which resulted in a lot of publicity and controversy. Our principal did not want either of these challenges to get past the campus level and create additional controversy. I have had other challenges, which were dropped due to parents not wanting to go through the process.",South Central,Rural,0,1,0
Comments About Book Challenges,"Since I only work part time at my library, when a parent/employee brought to my attention a book's cover that was personally offensive to her, rather than risking a book challenge and losing support, I chose to remove the book from the collection. I hadn't personally purchased the book but it was already in the library collection when I was hired to replace the former teacher/librarian who could have bought it. There is also a library assistant that could have either purchased personally, acquired through donation, or chose from a parent group run book fair donation, that book or any number of books/materials in this particular library. Materials in elementary libraries many times are added to libraries by people not educated on collection development nor worried that they be held accountable for the collection (book) challenges that may occur. Unfortunately, our children's need and desire for new materials, lack of funding for elementary librarians, lack of sustainable if any funding for books/materials, and the assumption that every child can ""read on an electronic device"", has pushed library assistants and teacher-librarians to allow less than quality or adequately reviewed materials to be cataloged and then checked out to children. Are our elementary libraries on the cusp of extinction? Say it isn't so!",Mountain,Urban,1,1,0
Comments About Book Challenges,"Sixth-grade parents challenged The Hunger Games several years ago. They challenged the book based on violence and sexuality. At the time, it was a school-wide read by every student in the school. It was on the South Carolina Junior Book Award list at the time of the challenge. The book was not removed from the shelf, but we had to find an alternate title for those students who were not allowed to read it.",South Atlantic,Rural,0,1,0
Comments About Book Challenges,"So much of deciding to include any controversial books in the collection is knowing exactly how an activity is represented in the book. It's all about the context and whether the characters experience any consequences after participating in risky behaviors. I would love to see thorough reviews of books that advise of any potentially inappropriate material. I read reviews at Common Sense Media and scour the internet looking for insight before I buy any books, but many of the newer popular books are hard to find. I feel like I do a good job of having a good mix of books that don't protect our students from life but gives it to them in baby steps.",South Central,Suburban,0,1,0
Comments About Book Challenges,"Speak by Laurie Halse Anderson was challenged by a Middle School parent who claimed that date rape was not a subject that her daughter should be reading about. As a noted author and a book that was tastefully and not sensationally written, I was able to prevail in keeping the book in our collection. However, as a parent I did tell the challenger that she had a right to review any book(s) that her daughter brought home and not allow her to read those she felt were inappropriate.",Northeast,Suburban,0,0,1
Comments About Book Challenges,"Thankfully, I have never experienced a book challenge. The parents in our school are just grateful that their students read. We don't go over the top on controversial fiction and read reviews in SLJ before purchasing anything.",Northeast,Suburban,0,0,1
Comments About Book Challenges,"The age of technology has allowed parents to respond to controversial content more quickly (for instance, via email), perhaps in a ""knee-jerk"" reaction before really considering it more fully.",South Central,Suburban,0,1,1
Comments About Book Challenges,"The book challenge was initiated by a vice principal who was not aware of the policy, and decided not to go forward with the challenge once I informed him of the policy.",Northeast,Suburban,0,0,1
Comments About Book Challenges,"The book in question was purchased years before I became the school librarian. It was outdated and few recent checkouts. After speaking with the parents, I removed it from the collection since I determined that I would have weeded it out of the collection anyway.",Midwest,Suburban,1,0,0
Comments About Book Challenges,"The book that was challenged appeared on a teacher list for independent reading novel choices. Although it was not required reading, the parent felt that given the content of the book, it should not be ""recommended reading."" The challenge was more to get it off the list that to get it off the shelf.",Mountain,Suburban,0,0,1
Comments About Book Challenges,"The book The Bermudez Triangle by Maureen Johnson was challenged at a school I taught at (now no longer teach at). The book was challenged by a student's legal guardian who suggested I create a rated-R section of the library when I met with her. The principal met with both of us and told the guardian that the book would not be taken out of the collection and that she was welcome to take the challenge to the school board. Nothing more happened after that meeting, and the book went back on the shelves.",Pacific,Urban,0,0,1
Comments About Book Challenges,"The book was selected prior to me being a librarian on campus. It had great reviews, and an absolutely wonderful story. The objection was sex, violence, language, and suicide. At that time I had 6th grade on campus. In a committee including a parent, a teacher from each grade level, the principal, and myself, the decision was made that the book was more appropriate for Junior High. Ironically, it was a 4th grade teacher and myself that fought for the overall story of the book. It is my opinion, although all involved were required to read the entire the book, that they paid too much attention to the specific parts mentioned, because that was the focus of their discussion. Sixth grade is now on the Junior High campus and I now teach all my students how to select books appropriate for them and their family guidelines and what to do if they think a book is inappropriate for them...return it and get another, because that book IS appropriate for someone else.",South Central,Suburban,1,0,0
Comments About Book Challenges,"The challenge occurred before I was a librarian, when I was a middle school English teacher. The parent objected to the subject matter of a book I had chosen to use as a group read. I was able to find an alternative acceptable to both of us. I have not been challenged in my career as a high school librarian. Even though I work in a religious school, parents and administration seem to trust my judgment in choosing materials.",Midwest,Suburban,0,0,1
Comments About Book Challenges,"The challenge occurred years ago, and immediately my principal asked for the book to be removed. It took almost as much time and effort with the parent as with my administration to look more closely at the book in question and reach a reasonable decision. We ended up not removing the book, although it was pulled from the collection during this time.",Pacific,Suburban,0,1,0
Comments About Book Challenges,The challenge was a classroom assigned novel by a local author. The student was given an alternate assignment and the challenge was denied. The author did write a second version of his book that removed the small sex scene and he replaced our books for free (I think). They are still in our textbook room and may be used again next year for a remedial English IV class.,Pacific,Small Town,0,0,1
Comments About Book Challenges,"The challenge was based on a picture of two adult males holding hands. The parent had not read the book in its entirety. Instead of going through the proper procedure, the superintendent decided to keep the book in her office and said to me ""We're trying to pass a bond, so I'm going to keep this until it has passed.""",Midwest,Urban,1,0,0
Comments About Book Challenges,The challenge was for a book selected by a teacher for a class assignment. We were able to recommend an alternative title.,South Atlantic,Rural,0,0,1
Comments About Book Challenges,"The closest to a book challenge that I experienced was being contacted by the building principal to find out if we had a copy of ""Captain Underpants and the Sensational Saga of Sir Stinks a Lot"". It was causing a controversy in the area and they (District Superintendent) were checking to see if we had the book on the shelf and, if we did, to pull it. We did not have a copy. Thankfully, I did not have to push the censorship issue (this time). We currently have a pretty lenient policy regarding books that are allowed on our shelves.",Midwest,Suburban,0,0,1
Comments About Book Challenges,"The English department had a challenge to summer reading book, but i have not had a full challenge in the Media Center. I had a parent complain about a book, which I said I would read to see for myself, and she did not follow up.",Midwest,Small Town,0,0,1
Comments About Book Challenges,"The first challenge I experienced forced our administration (at the time they all valued libraries) to create a more specific reconsideration policy. The title went to a diverse committee who read the book and reconvened to discuss our options. The decision was made to keep the book but get parental approval in the form of a signature before allowing students to check out the book. This past school year the reconsideration policy was completely ignored when a district office staff member (bookkeeper) didn't like titles on one of my orders and brought it to the attention of the curriculum director. She removed the books from our collection, without discussing it with me, and the rest of the school year I was bullied and harassed by my building administration because I questioned the whole situation's legitimacy. Now I am very careful about what I purchase and the titles of books because I cannot survive the bullying I went through last year again and/or retain my position .",Midwest,Suburban,0,1,0
Comments About Book Challenges,The main book challenge I faced was from my library administrator who is very sensitive to foul language. She refused to let me purchase a book students had recommended. She didn't agree with me that secondary school students can choose their own comfort level when it comes to choosing their own reading material.,Canada,Suburban,1,1,1
Comments About Book Challenges,"The only book challenge had to do with the Stephan King series. It was the year 1991 when our junior high turned into a middle school. One parent objected to any Stephan King book available to sixth grade. When parent was asked which King book she objected to and if she had read the book, she did not pursue the challenge further.",Northeast,Suburban,0,1,0
Comments About Book Challenges,"The only book challenge I experienced was initiated by a teacher. She took the challenge to the Principal, who said the book stays in the library. End of challenge.",South Atlantic,Suburban,1,1,0
Comments About Book Challenges,"The only challenge I receive on a regular basis is from the kids! They often tell me that the books on the human body are inappropriate because they show ""nudity"". I usually reply that everyone has a body and they need to learn how it works, and that it is no big deal. Then they giggle and repeat the following week...",Northeast,Suburban,1,0,0
Comments About Book Challenges,"The parent was very concerned about the Gossip Girl series. My principal just told me to pull them from the shelf and not offer them anymore. I did not purchase them; the former media specialist did. To me, parents should just say to the child just don't read those.",South Atlantic,Small Town,0,1,0
Comments About Book Challenges,"The parent was very, very conservative and since both parents were not on the same page of being aware of haven giving consent for borrowing from YA section (it may have been a case of a forged signature by the student). Parent kept repeating that ""educators and especially librarians are too liberal and ruining our society with our introduction of leftists doctrine"" throughout our conversation, as he became more confrontational the principal wrapped up the meeting as it was obvious the book was just serving as a platform to present his narrow views and agenda and not about challenging the book. He rescinded the YA consent for his child who was a 6th grader but still loudly vocalized his opinion that the book did not belong in any collection.",Northeast,Suburban,1,1,0
Comments About Book Challenges,The recent book challenge I had encountered was from the book entitled Drama. The parent did not appreciate the tone of the book which mentioned the gender of being gay. I was told to remove the book from the elementary school and that it may be placed in the middle school was what the administrators directed me to do. I was then questioned how book selection was decided.,Northeast,Suburban,1,0,0
Comments About Book Challenges,"The student questioned a right-leaning college information book. Because the title could be interpreted as meaning ""correct"" rather than political-right, we added a sticker so that it was clear that it was politically leaning rather than ""correct"". I refused to remove the book because it was helpful for some of our students who would like the information in choosing a college, but the title could be misleading, so I clarified it. We have many other ""controversial"" books here, and I'm happy about that. Luckily, so is the administration and the general population of the town.",Northeast,Small Town,0,0,1
Comments About Book Challenges,"The teacher backed down when I informed her there was a process I was going to make her go through. Her objection was to one picture in an award winning, reviewed graphic novel, where there is the impression a man is naked. I pointed out to both the teacher and the principal that my high school is an Allied Health Academy and there are numerous teaching aids of fully naked men and women through out the building, so a blurred out region in one picture in a graphic novel would not ""traumatize"" our students.",Northeast,Suburban,0,0,1
Comments About Book Challenges,The teacher felt that the book was inappropriate due to sexual content. I discussed his concerns with him and the Dept. Chair and it was decided to keep the book on the shelf.,Northeast,Suburban,0,0,1
Comments About Book Challenges,"There are very involved parents in this school. They often meet in the library, have functions here, etc. I am sometimes asked about books people question because of the pictures on the cover.",Northeast,Urban,0,1,1
Comments About Book Challenges,"There was a challenge by a parent of, Rumble Fish by S. E. Hinton. We had just established a review procedure for such a challenge and followed it to the letter. It turns out the parent who filed the challenge could not possibly have read the entire book. We continued with the procedure which resulted in the retention of the title. The parent's son later checked out the book and read it in school in spite of the parents disapproval. After this challenge, staff also wanted to read, The Outsiders by S. E. Hinton and selected it for the summer reading list for our 8th Grade students.",South Atlantic,Suburban,1,1,0
Comments About Book Challenges,"This is my third year as a librarian, following 23 years in the high school English classroom. We have had an incident where an administrator has told me that a particular student is not allowed to checkout a particular title per parent request and another incident where a student was reading the ""bad parts"" aloud to class mates and the administrator disciplined the student. We do have the YA limiter for mature content, but we also have the rare opportunity to have the public library attached to our library. Kids have access there if their parents want them to have access. I stress to students that any book could be offensive to someone, that in fact the greatest books in literature have been among the most controversial. I also encourage students to talk to their parents about what is acceptable in their own household.",Midwest,Suburban,0,1,1
Comments About Book Challenges,"This one summer was challenged in my school by a parent who let her daughter read John Green books! I truly believe it was partly due to the fact that it is a graphic novel. She complained about the inappropriate content, and included miscarriage in that definition. I immediately got in touch with the CBLDF, the publisher, had other teachers in the building read the book to get their opinion, and went online to get as much support and information about the book as possible.",Midwest,Suburban,0,1,0
Comments About Book Challenges,"This past year our school has seen an increase in drug use. Due to that fact, I have opted not to purchase a graphic novel that incorporates magic mushrooms as a part of the plot. Violence, vulgar language, and sex do not stop me from purchasing a title if I think my students would be interested.",Northeast,Small Town,0,0,1
Comments About Book Challenges,Two challenges that never went beyond a discussion with the parent and an administrator.,Northeast,Suburban,1,0,0
Comments About Book Challenges,"Two different challenges to two different books. Both challenges resulted in the school removing the book even though the Policy on Challenging Books was not followed as it should have been .This was done to satisfy the parent and avoid any further confrontation. That was an administrative decision, not a decision made by the librarian.",Northeast,Rural,0,1,1
Comments About Book Challenges,We are a high school library and provide information for ALL students.,Northeast,Suburban,0,0,1
Comments About Book Challenges,"We are a small community with a strong Church of Christ base so we are conservative around here. My challenge was in the elementary school over the language in a book, and it was over words like God, hell, and damn. The parent damaged the book so it was removed. It may have been ""The Great Gilly Hopkins"", but I'm not sure. It was years ago when I was an elementary librarian. I think we got another copy or already had one. I tried to tell the kids that if they didn't like something about a book (or their parents didn't, then just bring them back and get a different one). It was kind of an odd situation, and I wonder if the parent was just in a bad mood the day she saw it.",South Central,Small Town,0,0,1
Comments About Book Challenges,"We had a parent challenge 13 Reasons Why being appropriate for 8th grade book club. The parent was angry, quoted passages (out of context of course), and copied my supt. and principal on the heated email. I sent the parent the list of all the awards the book had won as well as the links to reviewing agencies that said the book was appropriate for this grade level. The parent removed his children from book club, but didn't pursue the challenge any further.",Midwest,Small Town,0,1,0
Comments About Book Challenges,"We have had a freshman teacher and student question a few titles, but they have not ever formally submitted a complaint. Usually when I explain that I must purchase for a wide interest of students, and some of our students read adult authors like Gresham, Sparks, & Brown. When they learn that there is a selection process and not all best sellers are entered into our collection Therefore, if they are concern with explicit content, ask and I can guide them to authors that are more to their liking.",Pacific,Suburban,0,0,1
Comments About Book Challenges,"We have not had official challenges, but we have had an open (and generally respectful) dialogue about books for middle school readers.",Northeast,Suburban,1,1,0
Comments About Book Challenges,We organize a banned book week yearly to make our students aware that there is such a thing in other parts of the country or the world.,Pacific,Suburban,0,1,0
Comments About Book Challenges,"We recently had a book challenged due to some racial content and some other things. Fortunately, the committee decided to keep the book on the shelf but every time that book gets checked out now I look at who is checking it out and weigh in my mind whether or not I think the parent will approve.",South Atlantic,Suburban,1,0,0
Comments About Book Challenges,"We would have a quarterly book challenge. If the student met their reading goal (which the classroom teacher would monitor) they would be allowed to attend the quarterly reading goal celebration. Celebrations varied and included going on a school outing to the movie theater, bowling, roller skating ice cream social, or a school dance in the gym.",Mountain,Urban,1,1,0
Comments About Book Challenges,"When a parent challenged a book due to language, my administrator (Assistant Principal) handled the situation.",South Central,Urban,1,0,0
Comments About Book Challenges,"When I have Library Orientation with our new 6th grade students, I tell them that our library has a very different collection from their former elementary school. Some books may not be appropriate for all students, and that they should follow their family values when they decide which books they choose to read. I also mention that sometimes waiting until you have a little more life experience will make a book even more enjoyable.",Pacific,Suburban,0,1,0
Comments About Book Challenges,"When I started to work here in the Middle School Library, I was told there is a no restriction on books. There were books already in the library that had profanity, ect., Then a parent went to our principal and showed her a page in the book that had profanity. I was told to watch this carefully. I decided to make a teen section of the library. This makes it easy for me to view who is looking at these books and it is easy for me to know who is checking these books out. When the student checks out these books, I request a parental note. This is a general note stating that the student can check out young adult books. This has been working for the most part. some notes have come in as colorful as the books. (too descriptive). Having a note from the parent, makes me feel better. One more thing, in general I don't let my sixth graders check out these books, but if they bring me a note from parents. I let them. Also, when I receive a note, I call the parent to make sure the note came from the parent. * This was an excellent question. I must say that when ordering books, there is not enough information on content. like profanity ect. Although I worry about the content, the subject matter is what the students like and read. The students lives way more each day, then the content they read. Thanks again Middle School Librarian",Pacific,Rural,0,1,0
Comments About Book Challenges,"When I was a public librarian the first day on the job a parent asked me not purchase the book, ""Walter the Farting Dog"" because he felt his kids said that word enough already and did not need a book that used the word too.",Northeast,Rural,1,1,0
Comments About Book Challenges,"When I was at an elementary school, a parent had an issue with a book. My stance was okay, you can say you don't want your child to read it, but you can't make that choice for someone else's child. It ended there. Where I am now the former middle school librarian had a challenge which she should have due to the fact that she purchased books without reading them or reviewing them and it was totally inappropriate for 7th and 8th graders. The principal called her in and pulled the book and it went from there.",South Central,Small Town,0,1,1
Comments About Book Challenges,"When I was first hired here, my principal said to use my best judgement. I am very conservative, and the first thing I got rid of was the Twilight series.",Pacific,Suburban,0,1,0
